AÑO,No.,VALOR ADICIONAL,VALOR TOTAL,OBJETO,MUNICIPIO,ESTADO,FECHA INICIO,FECHA TERMINACION,% AVANCE OBRA,% EJECUCION $$$$
2017,2629,$ 0.00,"$ 135,920,826.12","MANTENIMIENTO RUTINARIO DE LA VIA SUSTUTUTIVA SAN VICENTE DE CHUCURI, SECTOR LISBOA - LA CANANA Y VIA SUSTITUTIVA GIRON-SAPATOCA, SECTOR PUENTE GOMEZ ORTIZ, ENMARCADO DENTRO DEL PROYECTO ""ACTUALIZACIÓN, MANTENIMIENTO, RUTINARIO DE VIAS SECUNDARIAS DEL DEPARTAMENTO DE SANTANDER.","SAN VICENTE DE CHUCURI, SECTOR LISBOA - LA CANANA Y VIA SUSTITUTIVA GIRON-SAPATOCA, SECTOR PUENTE GOMEZ ORTIZ",LIQUIDADO,2018-01-09T00:00:00.000,2018-12-21T00:00:00.000,100.00%,100.00%
2017,2705,$ 0.00,"$ 47,769,578.47",INTERVENTORIA PARA LA ATENCIÓN DE EMERGENCIA SEGÚN RESOLUCIÓN N. 14852 DEL 04 DE OCTUBRE DE 2017 POR MEDIO DEL CUAL SE DECLARA LA URGENCIA MANIFIESTA EN EL MUNICIPIO DE PUERTO WILCHES SANTANDER,PUERTO WILCHES,LIQUIDADO,2017-10-05T00:00:00.000,2018-02-19T00:00:00.000,100.00%,100.00%
2017,2706,$ 0.00,"$ 597,119,730.86",ATENCION DE EMERGENCIA SEGÚN RESOUCION No. 14852 DEL 4 DE OCTUBRE DE 2017 POR MEDIO DEL CUAL SE DECLARA LA URGENCIA MANIFIESTA EN EL MUNICIPIO DE PUERTO WILCHES - SANTNADER,PUERTO WILCHES,LIQUIDADO,2017-10-05T00:00:00.000,2018-02-18T00:00:00.000,100.00%,100.00%
2017,2721,$ 0.00,"$ 270,844,000.00",ESTUDIOS Y DISEÑOS PARA LA PAVIMENTACIÓN DE LA VIA Y CONSTRUCCIÓN DE PUENTES VIA OCAMONTE VALLE DE SAN JOSE MUNICIPIO DE OCAMONTE,OCAMONTE,LIQUIDADO,2018-01-05T00:00:00.000,2018-03-19T00:00:00.000,100.00%,100.00%
2017,2728,"ADC 3: 931.281.386,47
ADC 5: 759.856.456,00","$ 24,809,059,334.83",CONSTRUCCIÓN SEGUNDA ETAPA DEL PROYECTO AMPLIACIÓN Y ADECUACIÓN DE LA SEDE PRINCIPAL DE LAS UNIDADES TECNOLOGICAS DE SANTANDER UTS EN BUCARAMANGA,BUCARAMANGA,LIQUIDADO,2018-01-04T00:00:00.000,2019-11-06T00:00:00.000,100.00%,100.00%
2017,2884,"$ 248,073,236.59","$ 1,975,694,875.33",INTERVENTORIA  PARA LA CONSTRUCCIÓN SEGUNDA ETAPA DEL PROYECTO AMPLIACIÓN Y ADECUACIÓN DE LA SEDE PRINCIPAL DE LAS UNIDADES TECNOLOGICAS DE SANTANDER UTS EN BUCARAMANGA,BUCARAMANGA,LIQUIDADO,2018-01-04T00:00:00.000,2019-11-06T00:00:00.000,100.00%,100.00%
2017,2984,"$ 334,758,247.83","$ 1,028,472,931.21",EJECUCIÓN DE OBRAS Y CONTROL DE EMERGENCIAS EN EL MUNICIPIO DE SAN VICENTE DE CHUCURI- SANTANDER. SEGÚN DECRETO DE SITUACIOM DE CALAMIDAD PUBLICA N° 187 NIVIEMBRE,SAN VICENTE DE CHUCURI,LIQUIDADO,2018-01-22T00:00:00.000,2018-08-04T00:00:00.000,100.00%,100.00%
2017,2985,"$ 27,722,299.50","$ 83,166,898.50",INTERVENTORIA PARA LA ATENCIÓN DE EMERGENCIA SEGÚN DECRETO MUNICIPAL N° 187 DE 2017 EXPEDIDO POR EL ALCALDE MUNICIPAL DE SAN VICENTE DE CHUCURI- DEPARTAMENTO DE SANTANDER,SAN VICENTE DE CHUCURI,LIQUIDADO,2018-01-22T00:00:00.000,2018-08-04T00:00:00.000,100.00%,100.00%
2017,2987,$ 0.00,"$ 5,820,000,000.00","EL VENDEDOR TRANSMITE A TITULO DE VENTA LA PARTICIPACION DE LA PROPIEDAD DE LOS ACTIVOS ELECTRICOS A FAVOR DE EL COMPRADOR Y ESTE LA ADQUIERE A TITULO DE COMPRA SOBRE LOS ACTIVOS ELECTRICOS CORRESPONDIENTES A LA LINEA TERMOBARRANCA -PUERTO WILCHES, 115/34.5 KV , Y A UNA SUBESTACION EN PUERTO WILCHES 115/34.5 KV DESTINATADOS A LA DISTRIBUCION DE ENERGIA , ASI MISMO EL VENDEDOR, GARANTIZA A EL COMPRADOR, LOS DERECHOS DE ACCESO Y USO DE LOS SITIOS DONDE SE ENCUENTRAN INSTALADOS LOS ACTIVOS.- NUMERACION INTERNA DE LA ESSA - CAE -SD-044-2017",FLORIDABLANCA- GIRON,TERMINADO,2017-12-29T00:00:00.000,2021-12-30T00:00:00.000,100.00%,100.00%
2017,2988,"$ 7,599,156,459.29","$ 29,039,163,881.72",MEJORAMIENTO Y PAVIMENTACION DE LA TRANSVERSAL MALPASO HASTA LA INTERSECCION CON EL ANILLO VIAL METROPOLITANO FLORIDABLANCA GIRON,FLORIDABLANCA- GIRON,LIQUIDADO,2017-12-29T00:00:00.000,2019-11-20T00:00:00.000,100.00%,99.99%
2017,2989,"ADIC 1: 2.558.286.401,00
ADIC 2: 829.870.649,69","$ 9,840,629,028.70",CONSTRUCCIÓN DE PAVIMENTO FLEXIBLE DE LA VIA AEROPUERTO LOS POZOS MUNICIPIO DE SAN GIL SANTANDER.,SAN GIL,LIQUIDADO,2018-02-16T00:00:00.000,2020-08-15T00:00:00.000,89.98%,"89,98%
ACTA 16"
2017,2990,"$ 322,045,600.95","$ 971,244,965.25","ATENCION DE EMERGENCIA SOBRE LA QUEBRADA LA TOTEADORA VIA JESUS MARIA- LA VENTA - ALBANIA, MUNICIPIO DE ALBANIA, DEPARTAMENTO DE SANTANDER.",ALBANIA,LIQUIDADO,2018-01-24T00:00:00.000,2018-10-08T00:00:00.000,100.00%,100.00%
2017,2991,"$ 21,665,140.00","$ 64,995,420.00","INTERVENTORIA PARA LA ATENCION DE LA EMERGENCIA SOBRE LA QUEBRADA LA TOTEADORA VIA JESUS MARIA - LA VENTA- ALBANIA, DEPARTAMENTO DE SANTANDER.",JESUS MARIA,LIQUIDADO,2018-01-24T00:00:00.000,2018-05-23T00:00:00.000,100.00%,100.00%
2017,2992,"$ 23,358,510.00","$ 54,503,190.00",INTERVENTORIA PARA MEJORAMIENTO INTEGRAL BARRIOS CONQUISTADORES DEL MUNICIPIO DE BUCARAMANGA DEPARTAMENTO DE SANTANDER.,BUCARAMANGA,LIQUIDADO,2018-01-29T00:00:00.000,2018-07-31T00:00:00.000,100.00%,100.00%
2017,2993,"$ 478,564,412.00","$ 2,721,774,747.00",CONSTRUCCION ESTACION DE POLICIA DE SAN MIGUEL DEPARTAMENTO DE SANTANDER,SAN MIGUEL,LIQUIDADO,2018-02-27T00:00:00.000,2019-11-25T00:00:00.000,100.00%,100.00%
2017,2994,"$ 560,573,137.58","$ 2,771,061,915.05",CONSTRUCCION ESTACION DE POLICIA DEL CORREGIMIENTO LA GRANJA DEL MUNICIPIO DE SUCRE DEPARTAMENTO DE SANTANDER (L.P. 17-09,SUCRE,LIQUIDADO,2018-02-27T00:00:00.000,2019-08-16T00:00:00.000,100.00%,100.00%
2018,569,"$ 536,636,156.50","$ 3,028,187,229.88",CONSTRUCCION DE LA ESTACION DE POLICIA DEL MUNICIPIO DE CHIMA DEPARTAMENTO DE SANTANDER .,CHIMA,LIQUIDADO,2018-02-27T00:00:00.000,2019-07-24T00:00:00.000,100.00%,100.00%
2018,570,"$ 663,296,282.65","$ 3,573,780,892.67",CONSTRUCCION ESTACION DE POLICIA DEL MUNICIPIO DE SURATA DEPARTAMENTO DE SANTANDER (L.P. 17-10),SURATA,LIQUIDADO,2018-02-27T00:00:00.000,2019-06-23T00:00:00.000,89.97%,"32,37%
ACTA 4"
2018,574,$ 0.00,"$ 284,205,320.00","INTERVENTORIA PARA LA CONSTRUCCION DE MURO PROTECCION EN LA MARGEN DERECHA DEL RIO FRIO EN EL SECTOR SAN JORGE, MUNICIPIO DE GIRON - SANTANDER (CONCURSO DE MERITOS 17-20)",GIRON,LIQUIDADO,2018-02-13T00:00:00.000,2018-12-12T00:00:00.000,100.00%,"100%
FINAL"
2018,575,"$ 285,263,040.05","$ 2,106,910,363.44",CONSTRUCCION PUENTE COLGANTE SOBRE LA QUEBRADA LA COLARADA NOTEPASES EN EL MUNICIPIO EL CARMEN DE CHUCURI DEL DEPARTAMENTO DE SANTANDER (L.P.17-14),EL CARMEN DE CHUCURI,LIQUIDADO,2018-09-03T00:00:00.000,2020-01-28T00:00:00.000,100.00%,100.00%
2018,581,$ 0.00,"$ 39,151,000.00","ESTUDIOS PARA LA VALIDACION Y ANALISIS DE LA INFORMACION DE LA POBLACION SUSCEPTIBLE A RECIBIR BENEFICIO DE PAGO DE TARIFA ESPECIAL RESIDENTE EN LA MESA DE LOS SANTOS; USUARIOS DEL PEAJE LA PUNTA, MUNICIPIO DE LOS SANTOS, DEPARTAMENTO DE SANTANDER.  SEGUN LO ESTIPULADO EN LA ORDENANZA 079 DE 2017,",LOS SANTOS,LIQUIDADO,2018-03-01T00:00:00.000,2018-04-30T00:00:00.000,100.00%,100.00%
2018,583,$ 0.00,"$ 41,447,700.00","INTERVENTORIA PARA LA CONSTRUCCION DEL ACUEDUCTO DE LA VEREDA ILARGUTA DEL MUNICIPIO DE MACARAVITA , SANTANDER "". SEGUN LO ESTIPULADO EN LA ORDENANZA 043 DE 2017 (VIGENCIA FUTURA)",MACARAVITA,LIQUIDADO,2018-04-18T00:00:00.000,2018-10-17T00:00:00.000,0.00%,0.00%
2018,584,"$ 61,577,145.00","$ 267,670,958.00","INTERVENTORIA PARA LA CONSTRUCCION DE LA ESTACION DE POLICIA DEL MUNICIPIO DE CHIMA, DEPARTAMENTO DE SANTANDER",CHIMA,LIQUIDADO,2018-02-27T00:00:00.000,2019-07-24T00:00:00.000,100.00%,100.00%
2018,585,"$ 41,785,422.00","$ 247,298,410.00","INTERVENTORIA A LA CONSTRUCCION DE LA ESTACION DE POLICIA DEL CORREGIMIENTO LA GRANJA DEL MUNICIPIO DE SUCRE, DEPARTAMENTO DE SANTANDER",SUCRE,LIQUIDADO,2018-02-27T00:00:00.000,2019-03-26T00:00:00.000,100.00%,"13,17%
ACTA FINAL"
2018,586,"$ 40,726,715.00","$ 246,239,703.00","INTERVENTORIA A LA CONSTRUCCION DE LA ESTACION DE POLICIA DE SAN MIGUEL , DEPARTAMENTO DE SANTANDER",SAN MIGUEL,LIQUIDADO,2018-02-27T00:00:00.000,2019-05-10T00:00:00.000,100.00%,100.00%
2018,587,"ADIC 1: 138301800
ADIC 2: 141871800
ADIC 3: 70935900","$ 834,118,600.00","INTERVENTORIA PARA LA CONSTRUCCION DE PAVIMENTO FLEXIBLE DE LA VIA AEROPUERTO LOS POZOS MUNICIPIO DE SAN GIL, DEPARTAMENTO DE SANTANDER",SAN GIL,LIQUIDADO,2018-02-16T00:00:00.000,2020-08-15T00:00:00.000,84.66%,"ACTA No 14
84,66%"
2018,591,$ 0.00,"$ 71,043,000.00",ESTUDIOS Y DISEÑOS DE UN POLIDEPORTIVO EN EL BARRIO ANTONIA SANTOS SUR EN EL MUNICIPIO DE BUCARAMANGA SEGUN LO ESTIPULADO EN LA ORDENANZA 079 DE 2017,BUCARAMANGA,LIQUIDADO,2018-03-01T00:00:00.000,2018-05-01T00:00:00.000,100.00%,100.00%
2018,592,$ 0.00,"$ 44,348,028.00","ESTUDIOS Y DISEÑOS PARA LA VARIANTE DEL TRAZADO DE LA LINEA DE CONDUCCION DISEÑADA PARA LA OPTIMIZACION DEL SUMINISTRO DE AGUA POTABLE PARA EL MUNICIPIO DE LEBRIJA DESDE LA RED DEL ACUEDUCTO METROPOLITANA DE BUCARAMANGA, SEGUN LO ESTIPULADO EN LA ORDENANZA 079 DE 2017 (VIGENCIA FUTURAS).",BUCARAMANGA,LIQUIDADO,2018-03-13T00:00:00.000,2018-04-12T00:00:00.000,100.00%,100.00%
2018,594,"Adicional 1: $ 59.363.951,49
Adicional 2: $ 77.653.649,60","$ 2,334,482,703.62","CONSTRUCCION DE PLACA HUELLA EN CONCRETO EN VIAS VEREDALES DEL MUNICIPIO DE GUEPSA, DEPARTAMENTO DE SANTANDER",GUEPSA,LIQUIDADO,2018-06-18T00:00:00.000,2021-05-25T00:00:00.000,100.00%,100.00%
2018,600,"$ 491,894,985.84","$ 1,475,885,028.40","CONSTRUCCION DEL SISTEMA DE ILUMINACION PUBLICA FUNCIONAL DEL PUENTE GUILLERMO GAVIRIA CORREA CON LUMINARIAS TECNOLOGIA LED, SANTANDER",BARRANCABERMEJA,LIQUIDADO,2018-05-30T00:00:00.000,2019-11-29T00:00:00.000,100.00%,100.00%
2018,601,$ 0.00,"$ 36,473,500.00","INTERVENTORIA PARA LA ""CONSTRUCCION DE LA RED DE ALCANTARILLADO PLUVIAL SOBRE LA CALLE 22 ENTRE CARRERAS 13 Y 16 Y LA CARRERA 16 ENTRE CALLES 22 Y 23 EN EL CORREGIMIENTO DE ACAPULCO EN EL MUNCIPIO DE GIRON, SEGUN LO ESTIPULADO EN LA ORDENANZA N .043 DE 2017 (VIGENCIA FUTURA)""",GIRON,LIQUIDADO,2018-06-05T00:00:00.000,2018-12-20T00:00:00.000,100.00%,100.00%
2018,606,"ADIC 1: 1.120.533.750,00
ADIC 2: 546.924.000,00","$ 5,253,165,750.00",INTERVENTORIA PARA LA CONSTRUCCION DEL INTERCAMBIADOR DE FATIMA UBICADO EN EL SECTOR LA INTERSECCION DE LA TRANSVERSAL ORIENTA - LA VIA ALTOVIENTO - SANTAFE Y SAN BERNARDO MUNICIPIO DE FLORIDABLANCA,FLORIDABLANCA,LIQUIDADO,2018-03-22T00:00:00.000,2020-09-25T00:00:00.000,100.00%,99.94%
2018,608,"$ 572,655,957.81","$ 4,983,739,782.55",CONSTRUCCION PLAZA DE MERCADO DEL MUNICIPIO DE ZAPATOCA,ZAPATOCA,LIQUIDADO,2018-10-01T00:00:00.000,2021-09-06T00:00:00.000,100.00%,100.00%
2018,609,"$ 352,745,827.86","$ 1,078,295,884.77",CONSTRUCCIÓN Y MANTENIMIENTO DE GIMNASIOS Y PARQUES INFANTILES EN DIFERENTES MUNICIPIOS DEL DEPARTAMENTO DE SANTANDER,"BUCARAMANGA
ZAPATOCA
ALBANIA
SAN GIL
SAN VICENTE",LIQUIDADO,2018-04-24T00:00:00.000,2019-02-02T00:00:00.000,100.00%,"100%
ACTA FINAL"
2018,612,"$ 45,177,160.00","$ 135,531,480.00","INTERVENTORIA PARA LA CONSTRUCCION DEL SISTEMA DE ILUMINACION PUBLICA FUNCIONAL DEL PUENTE GUILLERMO GAVIRIA CORREA CON LUMINARIAS DE TECNOLOGIA LED SANTANDER,",BARRANCABERMEJA,LIQUIDADO,2018-05-30T00:00:00.000,2019-11-28T00:00:00.000,100.00%,"100%
ACTA FINAL"
2018,613,"ADIC 1: 1.369.123.560,00
ADIC 2: 250.578.300,00","$ 4,549,624,660.00",INTERVENTORIA PARA LA AMPLIACION Y OPTIMIZACION DEL INTERCAMBIADOR VIAL UBICADO EN EL SECTOR DE PAPI QUIERO PIÑA DEL MUNICIPIO DE FLORIDABLANCA SANTANDER,FLORIDABLANCA,LIQUIDADO,2018-03-22T00:00:00.000,2020-07-21T00:00:00.000,100.00%,100.00%
2018,617,"$ 1,202,057,841.29","$ 3,670,928,015.11",CONSTRUCCION DE GIMNASIOS AL AIRE LIBRE Y PARQUES INFANTILES EN EL AREA METROPOLITANA DE BUCARAMANGA,BUCARAMANGA,LIQUIDADO,2018-09-20T00:00:00.000,2019-09-14T00:00:00.000,100.00%,100.00%
2018,626,$ 0.00,"$ 123,188,800.00",INTERVENTORIA PARA LA CONSTRUCCION DEL SISTEMA DE DISTRIBUCION DE AGUA POTABLE ARA LA VEREDA CHOCOA DEL MUNICIPIO DE GIRON,GIRON,LIQUIDADO,2018-06-05T00:00:00.000,2019-11-26T00:00:00.000,100.00%,100.00%
2018,630,$ 0.00,"$ 8,677,985,602.45","""CONSTRUCCION DEL PUENTE VEHICULAR E LA PROLONGAION DE LA AVENIDA DE LA PAZ , SOBRE LA QUEBRADA AGUA FRIA DEL MUNICIPIO DE CIMITARRA SEGUN LO ESTIPULADO EN LA ORDENANZA 051 DE 2018 (VIGENCIA FUTURA).",GIRON,LIQUIDADO,2018-08-06T00:00:00.000,2019-07-05T00:00:00.000,34.07%,"59,%
ACTA 6"
2018,632,"$ 151,169,779.68","$ 845,121,693.47",ATENCION DE EMERGENCIA SEGUN RESOLUCION N. 186 DEL 18 DE ENERO DE 2018 POR MEDIO DEL CUAL SE DECLARA LA URGENCIA MANIFIESTA EN LA VIA AZUFRADA - SABANA DE TORRES - TRONCAL DEL MAGDALENA SECTOR EL 15 DEPARTAAMENTO DE SANTANDER,SABANA DE TORRES,LIQUIDADO,2018-04-12T00:00:00.000,2018-10-17T00:00:00.000,100.00%,100.00%
2018,633,"$ 18,146,310.00","$ 72,585,240.00",INTERVENTORIA PARA LA ATENCION DE EMERGENCIA SEGUN RESOLUCION N. 00186 DEL 18 DE ENERO DE 2018 POR MEDIO DEL CUAL SE DECLARA LA URGENCIA MANIFIESTA EN LA VIA AZUFRADA -SABANA DE TORRES- TRONCAL DEL MAGDALENA SECTOR EL 15 DEPARTAMENTO DE SANTANDER,DEPARTAMENTO,LIQUIDADO,2018-04-12T00:00:00.000,2018-10-17T00:00:00.000,100.00%,100.00%
2018,634,$ 0.00,"$ 276,493,109.64",CONSTRUCCION DE LA FASE DOS DE VEINTICINCO (25) UNIDADES SANITARIAS ENMARCADO DENTRO DEL PROYECTO CONSTRUCCION DE CUARENTA (40) BATERIAS SANITARIAS EN DIFERENTES SITIOS DEL AREA RURAL DEL MUNICIPIO DE CONFINES - SANTANDER,CONFINES,LIQUIDADO,2018-06-06T00:00:00.000,2018-09-16T00:00:00.000,100.00%,100.00%
2018,635,$ 0.00,"$ 14,406,437.50","INTERVENTORIA PARA LA CONSTRUCCION DE LA FASE DOS DE VEINTICINCO (25) UNIDADES SANITARIAS ENMARCADO DENTRO DEL PROYECTO ""CONSTRUCCION DE CUARENTA (40) BATERIAS SANITARIAS EN DIFERENTES SITIOS DEL AREA RURAL DEL MUNICIPIO DE CONFINES - SANTANDER",CONFINES,LIQUIDADO,2018-06-06T00:00:00.000,2018-09-16T00:00:00.000,100.00%,100.00%
2018,642,$ 0.00,"$ 335,656,574.86","CONSTRUCCION DE 30 SOLUCIONES INDIVIDUALES DE SANEAMIENTO BASICO PARA VIVIENDA RURAL, DISPERSA MUNICIPIO DE ZAPATOCA",ZAPATOCA,LIQUIDADO,2018-05-15T00:00:00.000,2018-08-14T00:00:00.000,60.00%,36.00%
2018,644,$ 0.00,"$ 291,546,551.00","ATENCION DE EMERGENCIA SEGUN DECRETO N.058 DE 2017 POR MEDIO DEL CUAL SE DECLARA UNA SITUACION DE CALAMIDAD PUBLICA EN EL MUNICIPIO DE ENCISO Y ATENCION DE EMERGENCIA SEGUN DECRETO N. 060 DE 2017 POR MEDIO DEL CUAL SE DECLARA UNA SITUACION DE CALAMIDAD PUBLICA EN EL MUNICIPIO DE CARCASI, DEPARTAMENTO DE SANTANDER",CARCASI,LIQUIDADO,2018-04-25T00:00:00.000,2018-07-24T00:00:00.000,100.00%,100.00%
2018,645,$ 0.00,"$ 25,385,328.00","INTERVENTORIA PARA LA ATENCION DE EMERGENCIA SEGUN DECRETO N. 058 DE 2017 POR MEDIO DEL CUAL SE DECLARA UNA SITUACION DE CALAMIDAD PUBLICA EN EL MUNICIPIO DE ENCISO Y ATENCION DE EMERGENCIA SEGUN DECRETO N. 060 DE 2017 POR MEDIO DEL CUAL SE DECLARA UNA SITUACION DE CALAMIDAD PUBLICA EN EL MUNICIPIO DE CARCASI, DEPARTAMENTO DE SANTANDER",ENCISO-CARCASI,LIQUIDADO,2018-04-25T00:00:00.000,2018-07-24T00:00:00.000,100.00%,"100%
ACTA FINAL"
2018,649,"$ 412,404,836.11","$ 2,440,405,344.44",REMODELACION DEL PARQUE DEL CENTRO POBLADO DE YARIMA MUNICIPIO DE SAN VICENTE DE CHUCURI SANTANDER,SAN VICENTE DE CHUCURI,LIQUIDADO,2018-09-03T00:00:00.000,2019-11-29T00:00:00.000,100.00%,100.00%
2018,653,"$ 659,851,943.00","$ 4,721,782,699.00","CONSTRUCCION DEL CENTRO POLIFUNCIONAL PARA LA RECREACION Y EL DEPORTE UBICADO EN LAS CARRERAS 5 Y 6 ENTRE CALLES 11 Y 12, EN EL CASCO URBANO DEL MUNICIPIO DE CIMITARRA SANTANDER, SEGUN LO ESTIPULADO EN LA ORDENANZA 069 DEL 2017",CIMITARRA,LIQUIDADO,2018-08-13T00:00:00.000,2019-04-12T00:00:00.000,13.95%,"90%
ACTA 8"
2018,660,"$ 421,438,278.38","$ 1,280,157,780.76","CONSTRUCCION DE REDES EN MEDIA Y BAJA TENSION, MONTAJE DE TRANSFORMADORES E INSTALACIONES INTERNAS, PARA LA ELECTRIFICACION RURAL DEL MUNICIPIO LA PAZ",LA PAZ,LIQUIDADO,2018-10-12T00:00:00.000,2021-01-15T00:00:00.000,100.00%,99.93%
2018,666,"$ 1,863,109,232.19","$ 5,589,374,604.44","CONSTRUCCION DE REDES MEDIA Y BAJA TENSION Y MONTAJE DE TRANSFORMADORES E INSTALACIONES INTERNAS, PARA LA ELECTRIFICACION RURAL DEL MUNICIPIO DE PIEDECUESTA",PIEDECUESTA,LIQUIDADO,2018-10-12T00:00:00.000,2021-01-15T00:00:00.000,100.00%,100.00%
2018,667,"$ 399,245,000.00","$ 2,057,510,000.00",INTERVENTORIA PARA EL MEJORAMIENTO Y PAVIMENTACION DE LA TRANSVERSAL MALPASO HASTA LA INTERSECCION CON EL ANILLO VIAL METROPOLITANO FLORIDABLANCA - GIRON.,FLORIDABLANCA,LIQUIDADO,2018-07-03T00:00:00.000,2019-11-25T00:00:00.000,100.00%,99.96%
2018,669,$ 0.00,"$ 8,867,642.00",INTERVENTORIA PARA LA CONSTRUCCION DE PLACA HELLAS EN LA VEREDA RINCON SECTOR CHIMBRAL DEL MUNICIPIO DE PUENTE NACIONAL,PUENTE NACIONAL,LIQUIDADO,2018-07-27T00:00:00.000,2018-10-24T00:00:00.000,100.00%,100.00%
2018,673,$ 0.00,"$ 78,111,600.00","INTERVENTORIA PARA EL CONTRATO 3552 DEL 2015 , ENMARCADO DENTRO DEL PROYECTO ""PARA LA RECUPERACION DE AREAS AFECTADAS POR EL FENOMENO DE LA NIÑA 2010-2011, SOBRE LA CUENCA DEL RIO FONCE DEPARTAMENTO DE SANTANDER"".",SAN GIL,LIQUIDADO,2018-06-06T00:00:00.000,2018-10-05T00:00:00.000,100.00%,100.00%
2018,674,"$ 97,639,500.00","$ 175,751,100.00","INTERVENTORIA PARA EL CONTRATO 3553 DE 2015 , ENMARCADO DENTRO DEL PROYECTO ""PARA LA RECUPERACION DE AREAS AFECTADAS POR EL FENOMENO DE LA NIÑA 2010-2011 , SOBRE LA CUENCA DEL RIO FONCE DEPARTAMENTO DE SANTANDER""","PINCHOTE
ONZAGA
SAN JOAQUÍN.",TERMINADO,2018-06-06T00:00:00.000,2021-10-31T00:00:00.000,99.46%,0.00%
2018,677,"$ 9,139,200.00","$ 36,556,800.00","INTERVENTORIA PARA LA CONSTRUCCION DE OBRAS COMPLEMENTARIAS EN EL PUENTE CAÑO A LAS ANGUSTIAS DEL MUNICIPIO DE PUERTO WILCHES, SANTANDER.",PUERTO WILCHES,LIQUIDADO,"04/09/2018
13/11/2018",2019-01-11T00:00:00.000,100.00%,100.00%
2018,679,"$ 9,393,089.48","$ 37,572,357.91",INTERVENTORIA PARA LA CONSTRUCCION CENTRO VIDA DEL MUNICIPIO DE BARBOSA DEPARTAMENTO DE SANTANDER,BARBOSA,LIQUIDADO,2018-06-18T00:00:00.000,2019-12-26T00:00:00.000,100.00%,81.44%
2018,686,"$ 73,791,900.00","$ 221,375,700.00",INTERVENTORIA CONSTRUCCION PLACA HUELLAS EN CONCRETO EN VIAS VEREDALES DEL MUNICIPIO DE GUEPSA DEPARTAMENTO DE SANTANDER,GUEPSA,LIQUIDADO,2018-06-18T00:00:00.000,2021-05-25T00:00:00.000,100.00%,100.00%
2018,692,"$ 2,000,089,792.97","$ 8,494,816,275.49",MEJORAMIENTO Y CONTRUCCION DE VIAS EN PAVIMIENTO EN DIFERENTES SECTORES DEL CASCO URBANO DEL MUNICIPIO DE VELEZ SANTANDER (L-P-18-02),VELEZ,LIQUIDADO,2019-03-13T00:00:00.000,2019-12-13T00:00:00.000,89.56%,"3,94%
ACTA 5"
2018,693,"$ 44,359,035.00","$ 221,795,175.00",INTERVENTORIA CONSTRUCCION PUENTE COLGANTE SOBRE LA QUEBRADA LA COLORADA NOTEPASES EN EL MUNICIPIO EL CARMEN DE CHUCURI DEL DEPARTAMENTO DE SANTANDER.,EL CARMEN DE CHUCURI,LIQUIDADO,2020-09-03T00:00:00.000,2020-01-28T00:00:00.000,100.00%,100.00%
2018,695,$ 0.00,"$ 39,865,000.00",INTERVENTORIA PARA EL MEJORAMIENTO DEL COLISEO DE FERIAS LUIS CARLOS GALAN SARMIENTO DEL MUNICIPIO DE OIBA,OIBA,LIQUIDADO,2018-08-21T00:00:00.000,2019-01-20T00:00:00.000,90.00%,"90%
ACTA 1"
2018,697,"$ 622,075,644.16","$ 2,176,311,168.42",CONSTRUCCION DEL CENTRO REGIONAL DE ATENCION Y REPARACION A VICTIMAS DEL CONFLICTO ARMADO EN EL MUNICIPIO DE BARRANCABERMEJA,BARRANCABERMEJA,LIQUIDADO,2018-08-22T00:00:00.000,2019-02-21T00:00:00.000,71.73%,"ACTA 6
24,93"
2018,698,"$ 77,788,880.00","$ 194,442,200.00",INTERVENTORIA A LA CONSTRUCCION DEL CENTRO REGIONAL DE ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS DEL CONFLICTO ARMADO DEL MUNICIPIO DE BARRANCABERMEJA . SEGUN LO ESTIPULADO EN LA ORDENANZA 069 DE 2017 DE 2017,BARRANCABERMEJA,LIQUIDADO,2018-08-22T00:00:00.000,2018-02-21T00:00:00.000,0.00%,"ACTA 5
69,88"
2018,699,"$ 1,337,375,322.62","$ 4,201,541,068.69","CONSTRUCCION, AMPLIACION Y ADECUACION DE LA PLANTA FISICA Y AREAS DEPORTIVAS DEL COLEGIO JOSE DE FERRO DEL MUNICIPIO DE ENCISO-SANTANDER",ENCISO,LIQUIDADO,2018-09-11T00:00:00.000,2021-08-11T00:00:00.000,100.00%,10000.00%
2018,700,$ 0.00,"$ 271,415,200.00",ESTUDIOS Y DISEÑOS PARA EL MEJORAMIENTO DE LA VIA MATANZA -BUCARAMANGA,MATANZA,LIQUIDADO,2018-11-02T00:00:00.000,2019-01-01T00:00:00.000,100.00%,"100%
ACTA FINAL"
2018,704,"$ 696,303,213.25","$ 2,138,471,530.46",MEJORAMIENTO INTEGRAL DE ESCENARIOS DEPORTIVOS DEL MUNICIPIO DE BUCARAMANGA DEL DEPARTAMENTO DE SANTANDER (IT-LP-17-27).,BUCARAMANGA,LIQUIDADO,"04/01/2019
10/04/2019",2019-06-26T00:00:00.000,100.00%,99.68%
2018,705,$ 0.00,"$ 2,015,074,795.87",MEJORAMIENTO DE LA VIA CASIANO BAJO - HELECHALES MEDIANTE LA CONSTRUCCION DE PLACA HUELLAS EN CONCRETO EN EL MUNICIPIO DE FLORIDABLANCA DEPARTAMENTO DE SANTANDER,FLORIDABLANCA,LIQUIDADO,2018-12-26T00:00:00.000,2021-10-30T00:00:00.000,100.00%,100.00%
